Dataset 1,80-8,80-8-6.txt,0.865083,82,82,18720,19034,76800,0
Dataset 1,70-8,70-8-8.txt,0.930009,73,73,14280,14554,58590,1
Dataset 1,70-8,70-8-2.txt,1.22963,74,74,15120,15406,61460,1
Dataset 1,80-8,80-8-1.txt,1.4787,86,86,21600,21950,88160,1
Dataset 1,90-8,90-8-4.txt,2.5132,102,102,25920,26298,105660,1
Dataset 1,70-8,70-8-9.txt,1.49633,75,75,15540,15832,63700,1
Dataset 1,80-8,80-8-10.txt,1.91511,87,87,20640,20978,83600,1
Dataset 1,70-8,70-8-3.txt,0.67758,76,76,16380,16684,66640,0
Dataset 1,80-8,80-8-7.txt,1.32301,85,85,19680,20006,80240,1
Dataset 1,90-8,90-8-1.txt,2.3884,92,92,24840,25206,101700,1
Dataset 1,80-8,80-8-8.txt,3.33369,87,87,20640,20978,84320,1
Dataset 1,80-8,80-8-2.txt,0.811109,84,84,19680,20006,80160,0
Dataset 1,90-8,90-8-10.txt,3.3569,92,92,20520,20838,85050,1
Dataset 1,80-8,80-8-3.txt,1.56669,86,86,20160,20492,82320,1
Dataset 1,80-8,80-8-9.txt,2.04513,87,87,20160,20492,82320,1
Dataset 1,90-8,90-8-5.txt,2.86904,97,97,23760,24114,97560,1
Dataset 1,70-8,70-8-1.txt,0.543318,72,72,14280,14554,58100,0
Dataset 1,80-8,80-8-4.txt,1.53077,89,89,19200,19520,79040,1
Dataset 1,70-8,70-8-10.txt,1.23839,77,77,15120,15406,61390,1
Dataset 1,70-8,70-8-4.txt,1.04606,73,73,14280,14554,58310,1
Dataset 1,100-10,100-10-1.txt,4.16537,114,114,39000,39490,158500,1
Dataset 1,70-8,70-8-5.txt,0.597671,78,78,16380,16684,66710,0
Dataset 1,70-8,70-8-6.txt,1.21475,71,71,14700,14980,60130,1
Dataset 1,90-8,90-8-2.txt,1.29369,100,100,24840,25206,101430,0
Dataset 1,70-8,70-8-7.txt,0.643381,76,76,13860,14128,57190,0
Dataset 1,80-8,80-8-5.txt,2.22304,87,87,22080,22436,89920,1
Dataset 1,100-10,100-10-6.txt,4.40833,115,115,37800,38278,154700,1
Dataset 1,90-8,90-8-6.txt,3.08448,98,98,27000,27390,109890,1
Dataset 1,100-12,100-12-2.txt,11.9009,122,122,46800,47368,191000,1
Dataset 1,90-8,90-8-3.txt,2.23235,98,98,25920,26298,105840,1
Dataset 1,90-8,90-8-7.txt,0.985059,92,92,21600,21930,88650,1
Dataset 1,90-8,90-8-8.txt,1.1808,94,94,23760,24114,97110,0
Dataset 1,90-8,90-8-9.txt,1.38301,98,98,24840,25206,101610,0
Dataset 1,100-12,100-12-8.txt,12.9258,118,118,49200,49792,201500,1
Dataset 1,100-10,100-10-10.txt,3.92399,110,110,39000,39490,159500,1
Dataset 1,100-10,100-10-7.txt,4.7682,111,111,39000,39490,159400,1
Dataset 1,90-10,90-10-4.txt,4.56062,97,97,28620,29028,117720,1
Dataset 1,100-12,100-12-3.txt,8.075,119,119,45000,45550,184400,1
Dataset 1,100-10,100-10-2.txt,4.99903,111,111,37200,37672,152600,1
Dataset 1,90-10,90-10-5.txt,5.33861,99,99,29700,30120,121770,1
Dataset 1,100-10,100-10-8.txt,3.92169,114,114,40800,41308,165700,1
Dataset 1,100-12,100-12-9.txt,8.05412,122,122,47400,47974,192800,1
Dataset 1,100-10,100-10-3.txt,4.85067,110,110,35400,35854,145800,1
Dataset 1,90-10,90-10-6.txt,3.22683,102,102,29700,30120,122490,1
Dataset 1,100-10,100-10-9.txt,4.69887,114,114,37200,37672,152600,1
Dataset 1,100-12,100-12-4.txt,7.2596,120,120,46800,47368,191700,1
Dataset 1,90-10,90-10-1.txt,3.54993,99,99,34020,34488,138690,1
Dataset 1,90-10,90-10-7.txt,2.36177,99,99,30240,30666,124020,0
Dataset 1,100-10,100-10-4.txt,7.95527,110,110,36600,37066,150000,1
Dataset 1,100-12,100-12-1.txt,6.31302,118,118,48600,49186,198600,1
Dataset 1,90-10,90-10-8.txt,2.08063,98,98,30780,31212,125280,1
Dataset 1,100-12,100-12-5.txt,6.30977,112,112,40800,41308,168400,1
Dataset 1,90-10,90-10-10.txt,4.64103,104,104,33480,33942,136170,1
Dataset 1,90-10,90-10-9.txt,2.83833,102,102,30240,30666,123660,1
Dataset 1,100-10,100-10-5.txt,7.62211,111,111,36600,37066,150100,1
Dataset 1,100-12,100-12-10.txt,6.39594,116,116,46200,46762,188800,1
Dataset 1,90-10,90-10-2.txt,2.47423,101,101,28620,29028,117810,1
Dataset 1,100-8,100-8-1.txt,1.92188,107,107,30600,31006,125000,0
Dataset 1,100-8,100-8-6.txt,3.75518,105,105,30600,31006,125900,1
Dataset 1,100-8,100-8-7.txt,3.25088,109,109,31200,31612,126900,1
Dataset 1,100-12,100-12-6.txt,6.4028,122,122,48000,48580,195600,1
Dataset 1,100-8,100-8-8.txt,1.67494,107,107,31200,31612,127700,0
Dataset 1,90-10,90-10-3.txt,3.02939,101,101,32400,32850,131850,1
Dataset 1,100-8,100-8-10.txt,3.49537,104,104,27000,27370,111300,1
Dataset 1,100-8,100-8-9.txt,5.3406,112,112,34200,34642,138700,1
Dataset 1,100-8,100-8-2.txt,1.90861,110,110,31800,32218,130000,1
Dataset 1,90-12,90-12-2.txt,3.53133,106,106,36720,37218,149940,1
Dataset 1,100-8,100-8-3.txt,1.91946,109,109,29400,29794,120500,0
Dataset 1,90-12,90-12-8.txt,3.9714,108,108,38340,38856,156510,1
Dataset 1,100-12,100-12-7.txt,7.06974,116,116,47400,47974,192900,1
Dataset 1,100-8,100-8-4.txt,2.27568,106,106,31800,32218,129000,1
Dataset 1,90-12,90-12-1.txt,3.52334,109,109,38880,39402,158130,1
Dataset 1,100-8,100-8-5.txt,19.8114,111,111,33600,34036,136400,20
Dataset 1,80-10,80-10-4.txt,1.53295,87,87,22080,22436,91120,0
Dataset 1,90-12,90-12-3.txt,5.10982,110,110,38880,39402,158400,1
Dataset 1,90-12,90-12-9.txt,19.1233,106,106,38880,39402,158850,28
Dataset 1,70-10,70-10-1.txt,1.28818,78,78,18900,19240,77280,1
Dataset 1,90-12,90-12-10.txt,5.49298,107,107,37800,38310,154260,1
Dataset 1,80-10,80-10-5.txt,2.49436,97,97,25920,26324,105920,1
Dataset 1,70-10,70-10-10.txt,1.46674,82,82,20580,20944,83860,1
Dataset 1,70-10,70-10-2.txt,1.32603,81,81,16380,16684,67760,0
Dataset 1,80-10,80-10-6.txt,2.12143,91,91,22560,22922,92800,1
Dataset 1,70-10,70-10-3.txt,1.51273,78,78,18900,19240,77210,1
Dataset 1,90-12,90-12-4.txt,5.32122,103,103,35100,35580,143910,1
Dataset 1,80-10,80-10-1.txt,3.12057,88,88,24480,24866,100320,1
Dataset 1,70-10,70-10-6.txt,2.18582,78,78,18480,18814,76160,1
Dataset 1,70-10,70-10-4.txt,0.841527,79,79,19740,20092,80360,0
Dataset 1,80-10,80-10-7.txt,4.04275,91,91,24480,24866,100640,1
Dataset 1,70-10,70-10-5.txt,2.58233,80,80,22260,22648,90440,1
Dataset 1,70-10,70-10-7.txt,1.96113,81,81,18480,18814,74970,1
Dataset 1,80-10,80-10-8.txt,2.11886,90,90,24000,24380,98320,1
Dataset 1,80-10,80-10-10.txt,3.2145,90,90,24960,25352,102000,1
Dataset 1,70-12,70-12-2.txt,1.47263,84,84,21840,22222,89600,1
Dataset 1,70-10,70-10-8.txt,2.28184,80,80,18480,18814,75180,1
Dataset 1,90-12,90-12-5.txt,5.80811,106,106,38880,39402,158670,1
Dataset 1,80-10,80-10-9.txt,4.062,85,85,23520,23894,96560,1
Dataset 1,70-10,70-10-9.txt,1.59522,80,80,19740,20092,80290,1
Dataset 1,70-12,70-12-3.txt,3.64225,79,79,23940,24352,97580,1
Dataset 1,80-10,80-10-2.txt,3.47786,89,89,26880,27296,109520,1
Dataset 1,70-12,70-12-8.txt,3.94169,81,81,22260,22648,91490,1
Dataset 1,70-12,70-12-1.txt,2.02015,78,78,21840,22222,89180,1
Dataset 1,90-12,90-12-6.txt,4.23737,108,108,37260,37764,152370,1
Dataset 1,70-12,70-12-4.txt,2.0133,81,81,23520,23926,95970,1
Dataset 1,80-10,80-10-3.txt,3.3923,84,84,22560,22922,92800,1
Dataset 1,70-12,70-12-9.txt,2.02916,79,79,21000,21370,86520,1
Dataset 1,70-12,70-12-10.txt,1.61313,83,83,24360,24778,99470,1
Dataset 1,80-12,80-12-4.txt,3.30815,94,94,27840,28268,113840,1
Dataset 1,90-12,90-12-7.txt,2.52706,109,109,39420,39948,160110,1
Dataset 1,70-12,70-12-5.txt,2.65671,79,79,21420,21796,87640,1
Dataset 1,80-12,80-12-1.txt,2.43691,94,94,28800,29240,117680,1
Dataset 1,70-12,70-12-6.txt,1.287,81,81,22680,23074,92540,1
Dataset 1,80-12,80-12-5.txt,4.18658,93,93,28320,28754,116400,1
Dataset 1,80-12,80-12-10.txt,3.77812,91,91,28320,28754,115920,1
Dataset 1,70-12,70-12-7.txt,5.81256,84,84,23100,23500,94430,29
Dataset 1,80-12,80-12-6.txt,2.81852,92,92,31200,31670,126960,1
Dataset 1,80-12,80-12-2.txt,3.14296,97,97,31200,31670,127760,1
Dataset 1,80-12,80-12-7.txt,3.81948,88,88,27360,27782,112640,1
Dataset 1,80-12,80-12-3.txt,8.74329,102,102,34560,35072,139440,1
Dataset 1,80-12,80-12-8.txt,4.90614,96,96,32640,33128,133040,1
Dataset 1,80-12,80-12-9.txt,4.02615,98,98,29760,30212,121440,1
Dataset 2,120-2,120-2-1.txt,0.868246,50,50,17877,18239,76759,1
Dataset 2,120-2,120-2-7.txt,5.0188,48,48,16968,17327,73080,4
Dataset 2,120-2,120-2-3.txt,12.8584,50,50,18180,18543,78060,303
Dataset 2,120-2,120-2-8.txt,27.4532,48,48,16929,17283,73017,178
Dataset 2,120-2,120-2-5.txt,75.1811,52,52,19089,19455,81711,3492
Dataset 2,120-2,120-2-10.txt,1800.01,47,49,17574,17935,75110,83966
Dataset 2,600-2,600-2-1.txt,1800.01,238,242,89082,89679,419538,970
Dataset 2,120-2,120-2-4.txt,1800.01,47,49,17271,17631,74214,99082
Dataset 2,120-2,120-2-9.txt,1800.01,48,49,17271,17631,74043,51137
Dataset 2,120-2,120-2-2.txt,17.8217,52,52,18180,18543,77940,68
Dataset 2,120-2,120-2-6.txt,1800.01,48,49,17574,17935,75458,331362
Dataset 2,600-2,600-2-2.txt,1800.01,238,244,89385,89983,419785,968
Dataset 2,600-2,600-2-4.txt,1800.03,247,255,93021,93631,441159,742
Dataset 2,700-2,700-2-10.txt,1800.01,283,289,106353,107007,504036,823
Dataset 2,600-2,600-2-10.txt,1800.03,241,246,90597,91199,426075,1208
Dataset 2,600-2,600-2-7.txt,1800.01,241,246,90597,91199,427271,1121
