Dataset 1,70-8,70-8-8.txt,1.85651,73,73,13160,13418,58660,1
Dataset 1,80-8,80-8-1.txt,7.46688,86,86,17840,18143,78400,1
Dataset 1,70-8,70-8-2.txt,2.06306,74,74,13230,13489,58590,1
Dataset 1,80-8,80-8-6.txt,8.46037,82,82,17360,17657,77440,1
Dataset 1,70-8,70-8-9.txt,3.45656,75,75,13650,13915,60480,1
Dataset 1,80-8,80-8-7.txt,7.5778,85,85,17520,17819,77760,1
Dataset 1,80-8,80-8-10.txt,2.90851,87,87,17920,18224,79280,0
Dataset 1,90-8,90-8-1.txt,9.9106,92,92,22230,22567,98730,1
Dataset 1,80-8,80-8-2.txt,3.83442,84,84,17680,17981,78560,1
Dataset 1,80-8,80-8-8.txt,3.16584,87,87,18080,18386,80080,1
Dataset 1,90-8,90-8-4.txt,4.93415,102,102,22230,22567,98190,1
Dataset 1,80-8,80-8-9.txt,1.87948,87,87,17520,17819,77520,0
Dataset 1,80-8,80-8-3.txt,5.93277,86,86,17760,18062,78720,1
Dataset 1,70-8,70-8-1.txt,1.75226,72,72,13160,13418,58660,1
Dataset 1,70-8,70-8-3.txt,2.33802,76,76,13510,13773,59360,1
Dataset 1,70-8,70-8-10.txt,5.32445,77,77,13440,13702,59640,1
Dataset 1,70-8,70-8-4.txt,3.09051,73,73,13370,13631,59710,1
Dataset 1,70-8,70-8-5.txt,5.72363,78,78,14000,14270,61810,1
Dataset 1,90-8,90-8-10.txt,9.60754,92,92,21690,22021,98190,1
Dataset 1,70-8,70-8-6.txt,4.30796,71,71,13580,13844,60550,1
Dataset 1,80-8,80-8-4.txt,3.75398,89,89,18000,18305,80400,1
Dataset 1,70-8,70-8-7.txt,1.5287,76,76,12950,13205,57820,0
Dataset 1,90-8,90-8-5.txt,6.26368,97,97,22410,22749,100170,1
Dataset 1,80-8,80-8-5.txt,2.52118,87,87,18240,18548,80160,1
Dataset 1,90-8,90-8-2.txt,4.7601,100,100,22140,22476,98280,1
Dataset 1,90-8,90-8-6.txt,3.76163,98,98,22230,22567,97650,0
Dataset 1,90-8,90-8-7.txt,5.45316,92,92,21240,21566,95400,1
Dataset 1,90-8,90-8-8.txt,4.73086,94,94,21870,22203,97470,1
Dataset 1,90-8,90-8-3.txt,10.0067,98,98,22320,22658,98640,1
Dataset 1,100-10,100-10-1.txt,24.6902,114,114,35000,35450,155500,1
Dataset 1,100-10,100-10-6.txt,29.1121,115,115,34600,35046,154100,1
Dataset 1,90-8,90-8-9.txt,5.98238,98,98,22680,23022,100980,1
Dataset 1,100-12,100-12-2.txt,15.7174,122,122,41100,41611,182100,1
Dataset 1,100-10,100-10-10.txt,24.4644,110,110,34800,35248,154500,1
Dataset 1,90-10,90-10-4.txt,11.5552,97,97,26550,26935,118440,1
Dataset 1,100-10,100-10-7.txt,26.1791,111,111,33800,34238,149500,1
Dataset 1,100-12,100-12-8.txt,23.5925,118,118,41700,42217,183900,1
Dataset 1,100-10,100-10-2.txt,14.0774,111,111,33700,34137,149900,1
Dataset 1,90-10,90-10-5.txt,15.5321,99,99,27540,27936,122850,1
