Dataset 1,80-8,80-8-1.txt,2076,4453,0.125042,86,86,4453,2299,11992,1
Dataset 1,80-8,80-8-10.txt,2142,4655,0.172791,87,87,4655,2366,12538,1
Dataset 1,80-8,80-8-2.txt,2114,4569,0.175055,84,84,4569,2335,12326,1
Dataset 1,80-8,80-8-3.txt,2163,4684,0.151287,86,86,4684,2385,12640,1
Dataset 1,80-8,80-8-4.txt,2221,4884,0.114056,89,89,4884,2446,13249,1
Dataset 1,80-8,80-8-5.txt,2172,4743,0.110705,87,87,4743,2400,12824,1
Dataset 1,80-8,80-8-6.txt,2090,4488,0.115179,82,82,4488,2307,12061,1
Dataset 1,80-8,80-8-7.txt,2104,4542,0.125131,85,85,4542,2323,12239,1
Dataset 1,80-8,80-8-8.txt,2199,4799,0.10878,87,87,4799,2425,13019,0
Dataset 1,80-8,80-8-9.txt,2107,4511,0.092181,87,87,4511,2326,12139,0
Dataset 1,70-8,70-8-1.txt,1812,3869,0.102608,72,72,3869,2000,10377,1
Dataset 1,70-8,70-8-10.txt,1863,4011,0.107155,77,77,4011,2055,10805,1
Dataset 1,70-8,70-8-2.txt,1817,3872,0.0997419,74,74,3872,2006,10412,1
Dataset 1,70-8,70-8-3.txt,1798,3838,0.0926502,76,76,3838,1991,10344,1
Dataset 1,70-8,70-8-4.txt,1857,4029,0.086431,73,73,4029,2048,10882,1
Dataset 1,70-8,70-8-5.txt,1916,4171,0.139444,78,78,4171,2116,11262,1
Dataset 1,70-8,70-8-6.txt,1886,4101,0.173968,71,71,4101,2080,11078,1
Dataset 1,70-8,70-8-7.txt,1803,3853,0.120152,76,76,3853,1988,10344,1
Dataset 1,70-8,70-8-8.txt,1825,3900,0.104327,73,73,3900,2013,10508,1
Dataset 1,70-8,70-8-9.txt,1868,4043,0.0850141,75,75,4043,2063,10901,0
Dataset 1,90-8,90-8-1.txt,2402,5183,0.17368,92,92,5183,2649,13977,1
Dataset 1,90-8,90-8-10.txt,2453,5327,0.329519,92,92,5327,2694,14395,1
Dataset 1,90-8,90-8-2.txt,2340,5009,0.14821,100,100,5009,2586,13463,1
Dataset 1,90-8,90-8-3.txt,2367,5078,0.165277,98,98,5078,2615,13648,1
Dataset 1,90-8,90-8-4.txt,2355,5031,0.264501,102,102,5031,2602,13533,1
Dataset 1,90-8,90-8-5.txt,2457,5351,0.227969,97,97,5351,2706,14446,1
Dataset 1,90-8,90-8-6.txt,2319,4953,0.129295,98,98,4953,2566,13325,1
Dataset 1,90-8,90-8-7.txt,2353,5021,0.108456,92,92,5021,2589,13509,1
Dataset 1,90-8,90-8-8.txt,2336,5007,0.260076,94,94,5007,2579,13497,1
Dataset 1,90-8,90-8-9.txt,2481,5421,0.194096,98,98,5421,2733,14685,1
Dataset 1,100-10,100-10-1.txt,4506,10678,0.867395,114,114,10678,4856,29429,1
Dataset 1,100-10,100-10-10.txt,4481,10605,0.825043,110,110,10605,4829,29336,1
Dataset 1,100-10,100-10-2.txt,4356,10219,0.339306,111,111,10219,4693,28164,1
Dataset 1,100-10,100-10-3.txt,4320,10108,0.34681,110,110,10108,4652,27801,1
Dataset 1,100-10,100-10-4.txt,4436,10469,0.536997,110,110,10469,4776,28854,1
Dataset 1,100-10,100-10-5.txt,4351,10222,0.453772,111,111,10222,4687,28170,1
Dataset 1,100-10,100-10-6.txt,4507,10690,0.407077,115,115,10690,4853,29566,1
Dataset 1,100-10,100-10-7.txt,4308,10078,0.651635,111,111,10078,4646,27766,1
Dataset 1,100-10,100-10-8.txt,4444,10498,0.680822,114,114,10498,4792,28957,1
Dataset 1,100-10,100-10-9.txt,4279,9992,0.37225,114,114,9992,4612,27485,1
Dataset 1,100-12,100-12-1.txt,6647,16528,1.70373,118,118,16528,7064,46144,1
Dataset 1,100-12,100-12-10.txt,6441,15889,1.38634,116,116,15889,6843,44255,1
Dataset 1,100-12,100-12-2.txt,6569,16286,1.49923,122,122,16286,6980,45382,1
Dataset 1,100-12,100-12-3.txt,6375,15683,1.29068,119,119,15683,6774,43626,1
Dataset 1,100-12,100-12-4.txt,6599,16362,1.0495,120,120,16362,7008,45620,1
Dataset 1,100-12,100-12-5.txt,6416,15807,1.85928,112,112,15807,6809,44076,1
Dataset 1,100-12,100-12-6.txt,6753,16845,1.15383,122,122,16845,7172,47043,1
Dataset 1,100-12,100-12-7.txt,6559,16284,1.34677,116,116,16284,6971,45384,1
Dataset 1,100-12,100-12-8.txt,6625,16454,1.10986,118,118,16454,7042,45914,1
Dataset 1,100-12,100-12-9.txt,6800,17003,1.54514,122,122,17003,7222,47443,1
Dataset 1,90-10,90-10-1.txt,4069,9648,0.627289,99,99,9648,4389,26630,1
Dataset 1,90-10,90-10-10.txt,3980,9378,0.758562,104,104,9378,4293,25861,1
Dataset 1,90-10,90-10-2.txt,3713,8559,0.329404,101,101,8559,4003,23499,1
Dataset 1,90-10,90-10-3.txt,3915,9188,0.452575,101,101,9188,4225,25276,1
Dataset 1,90-10,90-10-4.txt,3841,8937,0.430366,97,97,8937,4136,24616,1
Dataset 1,90-10,90-10-5.txt,3969,9356,0.506138,99,99,9356,4275,25816,1
Dataset 1,90-10,90-10-6.txt,3810,8843,0.451118,102,102,8843,4105,24320,1
Dataset 1,90-10,90-10-7.txt,3856,8987,0.636332,99,99,8987,4155,24754,1
Dataset 1,90-10,90-10-8.txt,3833,8949,0.900135,98,98,8949,4135,24637,1
Dataset 1,90-10,90-10-9.txt,3895,9129,0.480649,102,102,9129,4200,25134,1
Dataset 1,100-8,100-8-1.txt,2589,5542,0.311283,107,107,5542,2858,14943,1
Dataset 1,100-8,100-8-10.txt,2653,5736,0.168722,104,104,5736,2922,15502,1
Dataset 1,100-8,100-8-2.txt,2610,5569,0.203744,110,110,5569,2883,14952,1
Dataset 1,100-8,100-8-3.txt,2652,5713,0.22679,109,109,5713,2922,15400,1
Dataset 1,100-8,100-8-4.txt,2643,5678,0.119445,106,106,5678,2921,15273,0
Dataset 1,100-8,100-8-5.txt,2619,5640,0.162223,111,111,5640,2897,15207,1
Dataset 1,100-8,100-8-6.txt,2539,5394,0.0944231,105,105,5394,2805,14498,0
Dataset 1,100-8,100-8-7.txt,2771,6110,0.129945,109,109,6110,3055,16563,1
Dataset 1,100-8,100-8-8.txt,2592,5539,0.21675,107,107,5539,2864,14875,1
Dataset 1,100-8,100-8-9.txt,2692,5821,0.296826,112,112,5821,2975,15710,1
Dataset 1,90-12,90-12-1.txt,6033,15027,0.922793,109,109,15027,6409,41926,1
Dataset 1,90-12,90-12-10.txt,5883,14564,1.25145,107,107,14564,6251,40612,1
Dataset 1,90-12,90-12-2.txt,6005,14933,1.70378,106,106,14933,6376,41614,1
Dataset 1,90-12,90-12-3.txt,6162,15422,1.34981,110,110,15422,6545,43044,1
Dataset 1,90-12,90-12-4.txt,5954,14773,0.934772,103,103,14773,6319,41173,1
Dataset 1,90-12,90-12-5.txt,5987,14880,1.54652,106,106,14880,6361,41483,1
Dataset 1,90-12,90-12-6.txt,6027,15036,0.836236,108,108,15036,6403,41846,1
Dataset 1,90-12,90-12-7.txt,5878,14543,1.01504,109,109,14543,6247,40481,1
Dataset 1,90-12,90-12-8.txt,5996,14909,1.37902,108,108,14909,6370,41520,1
Dataset 1,90-12,90-12-9.txt,5946,14755,1.20615,106,106,14755,6318,41106,1
Dataset 1,80-10,80-10-1.txt,3347,7751,0.344755,88,88,7751,3612,21289,1
Dataset 1,80-10,80-10-10.txt,3603,8530,0.417672,90,90,8530,3881,23551,1
Dataset 1,80-10,80-10-2.txt,3643,8665,0.391466,89,89,8665,3930,23970,1
Dataset 1,80-10,80-10-3.txt,3541,8355,0.438915,84,84,8355,3810,23041,1
Dataset 1,80-10,80-10-4.txt,3420,7964,0.242851,87,87,7964,3681,21921,1
Dataset 1,80-10,80-10-5.txt,3483,8168,0.482557,97,97,8168,3758,22528,1
Dataset 1,80-10,80-10-6.txt,3440,8050,0.243466,91,91,8050,3705,22171,0
Dataset 1,80-10,80-10-7.txt,3379,7841,0.433433,91,91,7841,3645,21609,1
Dataset 1,80-10,80-10-8.txt,3323,7679,0.353521,90,90,7679,3586,21108,1
Dataset 1,80-10,80-10-9.txt,3589,8493,0.294891,85,85,8493,3863,23490,1
Dataset 1,70-10,70-10-1.txt,3065,7210,0.736543,78,78,7210,3305,19848,1
Dataset 1,70-10,70-10-10.txt,2998,6989,0.293009,82,82,6989,3238,19231,1
Dataset 1,70-10,70-10-2.txt,3079,7249,0.353203,81,81,7249,3312,19972,1
Dataset 1,70-10,70-10-3.txt,3111,7344,0.328229,78,78,7344,3352,20241,1
Dataset 1,70-10,70-10-4.txt,3146,7451,0.235359,79,79,7451,3392,20587,1
Dataset 1,70-10,70-10-5.txt,3222,7683,0.308649,80,80,7683,3478,21253,1
Dataset 1,70-10,70-10-6.txt,2993,6975,0.338747,78,78,6975,3228,19197,1
Dataset 1,70-10,70-10-7.txt,3185,7571,0.61492,81,81,7571,3430,20903,1
Dataset 1,70-10,70-10-8.txt,2838,6493,0.164661,80,80,6493,3065,17779,0
Dataset 1,70-10,70-10-9.txt,3017,7063,0.157751,80,80,7063,3256,19445,0
Dataset 1,70-12,70-12-1.txt,4622,11464,0.953086,78,78,11464,4908,31973,1
Dataset 1,70-12,70-12-10.txt,4580,11344,0.915609,83,83,11344,4871,31648,1
Dataset 1,70-12,70-12-2.txt,4580,11344,0.682519,84,84,11344,4863,31637,1
Dataset 1,70-12,70-12-3.txt,4577,11341,1.11652,79,79,11341,4868,31616,1
Dataset 1,70-12,70-12-4.txt,4705,11720,0.806593,81,81,11720,4998,32668,1
Dataset 1,70-12,70-12-5.txt,4536,11225,1.01762,79,79,11225,4818,31276,1
Dataset 1,70-12,70-12-6.txt,4534,11187,0.911747,81,81,11187,4818,31131,1
Dataset 1,70-12,70-12-7.txt,4630,11489,0.942817,84,84,11489,4919,32028,1
Dataset 1,70-12,70-12-8.txt,4728,11809,0.735754,81,81,11809,5020,32910,1
Dataset 1,70-12,70-12-9.txt,4724,11777,0.728663,79,79,11777,5011,32872,1
Dataset 1,80-12,80-12-1.txt,5205,12872,1.15742,94,94,12872,5529,35825,1
Dataset 1,80-12,80-12-10.txt,5342,13286,1.21199,91,91,13286,5671,37068,1
Dataset 1,80-12,80-12-2.txt,5224,12930,0.737666,97,97,12930,5553,36102,1
Dataset 1,80-12,80-12-3.txt,5529,13876,1.18472,102,102,13876,5882,38790,1
Dataset 1,80-12,80-12-4.txt,5312,13199,0.833973,94,94,13199,5638,36740,1
Dataset 1,80-12,80-12-5.txt,5127,12622,0.748342,93,93,12622,5445,35205,1
Dataset 1,80-12,80-12-6.txt,5327,13260,1.10396,92,92,13260,5663,37000,1
Dataset 1,80-12,80-12-7.txt,5395,13446,1.27029,88,88,13446,5723,37538,1
